1336	ကြောင့်ကြမှုကင်းလှသော မထေရ်များ	1	325
1337	ကြောင့်ကြမှုရှိက	1	318
1338	ကြောင့်ကြမှုရှိလျှင် နိကေတစာရီ	1	329
1339	ကြံစည်မှုနှင့် စပ်သော ပုဒ်များအဖွင့်	3	442
1340	ကြံစည်အားထုတ် ဘေးရန်ပြုတ်ကြောင်းဂါထာ	1	339
1341	ကြံပိုင်း (ကြံသကာခဲ) လှူရကျိုး	1	328
1342	ကြံပိုင်းလှူ၍ နတ်သမီးဖြစ်သော ဥစ္ဆုဒါယိကာ ဝိမာနဝတ္ထု	1	320
1343	ကြံရိုးကိုဖြတ်လိုက်လျှင် ကြံရည်များမှာ	1	317
1344	ကြွက်သေတစ်ခု အရင်းပြု၍	1	293
1345	ကြွက်ဥပမာပုဂ္ဂိုလ် လေးမျိုး	1	293
1346	ကြွေးတင် ရှင်ဘုရင်ဆပ်’’ စကားပုံဖြစ်လာဟန် ဗဟုဓီတရသုတ်အဖွင့်	3	442
1347	ကြွေးတင်၍ ရှင်ဘုရင်(ကောသလမင်း)	1	309
1348	ကြွေးမြီရှိသောသူကို ရဟန်းခံ မပေးအပ်ဟု ပညတ်ထားသော သိက္ခာပုဒ်	1	345
1349	ကြွေးယူသူ၏ အပြစ်များကို ဟောထားသော ဣဏသုတ်	1	315
1350	ကြွေးဟောင်းဆပ်လစ်၊ ကြွေးသစ်ချခြင်း၊ မြေတွင်းနှံရိုး၊ သူမခိုးနိုင်	1	339
1351	ကွမ်းစား ဟူသောအသုံးအနှုန်း	3	627
1352	ကွမ်းစွားခွက် (နာဠိ) အမျိုးမျိုးရှိပုံ	1	346
1353	ကွဲပြားခြင်းအကြောင်း တစ်ဆယ့်ရှစ်မျိုး	1	290
1354	ကဿကဝတ္ထု	1	315
1355	ကဿကသုတ်	1	304
1356	ကဿကသုတ်အဖွင့်	3	439
1357	ကဿတီတိ	3	656
1358	ကဿပ မန္ဒိယ ဇာတက	1	332
1359	ကဿပဂေါတ္တဘိက္ခု ဝတ္ထုကထာ	1	344
1360	ကဿပဂေါတ္တသုတ်	1	304
1361	ကဿပဂေါတ္တသုတ်အဖွင့်	3	439
1362	ကဿပတ္ထေရဂါထာ	1	321
1363	ကဿပဗုဒ္ဓဝံသဝဏ္ဏနာ	1	264
1364	ကဿပမြတ်စွာဘုရားအကြောင်း	3	582
1365	ကဿပသုတ်အဖွင့်	3	439
1366	ကဿပသံယုတ္တ	1	304
1367	ခက်ခဲခြင်း၊ နက်နဲခြင်းစသည် ဟောပုဒ်များအဖွင့်	3	105
1368	ခက်ခဲသောတရားလေးပါး ဂါထာအညွှန်း	3	105
1369	ခဂ္ဂ နှစ်မျိုး	3	97
1370	ခဂ္ဂဝိသာဏကပ္ပေါ ပုဒ်အဖွင့်	3	97
1371	ခဂ္ဂဝိသာဏသုတ်	1	350
1372	ခင်ပုပ်ငှက်ငယ် ဝတ္ထု	1	360
1373	ခင်ရာဆွေမျိုးဟူသော စကားပုံဆိုင်ရာ ဂါထားများ	1	367
1374	ခစိတွာတိ တတ္ထ တတ္ထ	3	97
1375	ခဇ္ဇကဒါယကတ္ထေရအပဒါန	1	369
1376	ခဇ္ဇနိယသုတ်အဖွင့်	3	97
1377	ခဇ္ဇနီယသုတ်	1	364
1378	ခဇ္ဇောပနကန္တိ	3	97
1379	ခဇ္ဇောပနကပဉှ	1	370
1380	ခဉ္ဇောတိ	3	97
1381	ခဏ လယ မုဟုတ္တကထာ	1	373
1382	ခဏတ္တာတိ ဆိန္နတ္တာ	3	97
1383	ခဏလယမုဟုတ္တသဒ္ဒါ အညတ္ထ ဘိန္နတ္ထာပိ ဟောန္တိ၊ ဣဓ ပန ခဏပရိယာယဝသေန	3	97
1384	ခဏသဒ္ဒေါ အနေကတ္ထော	3	97
1385	ခဏသုတ်	1	364
1386	ခဏသုတ်အဖွင့်	3	97
1387	ခဏိကကထာ	1	374
1388	ခဏိတ္တိန္တိ	3	97
1389	ခဏေ ခဏေတိ	3	97
1390	ခဏော နာမ အဋ္ဌက္ခဏဝိနိမုတ္တော နဝမော ဗုဒ္ဓုပ္ပါဒသင်္ခါတော ခဏော	3	97
1391	ခဏော ဝေါ မာ ဥပစ္စဂါ၊ ခဏာတီတာဟိ သောစန္တိ စသော ဂါထာ	1	350
1392	ခဏောတိ	3	97
1393	ခဏ္ဍဖုလ္လိယတ္ထေရ အပဒါန	1	369
1394	ခဏ္ဍသုမနတ္ထေရဂါထာ	1	369
1395	ခဏ္ဍာနုနောဒနန္တိ အနုမောဒနေကဒေသံ	3	97
1396	ခဏ၊ လယ၊ ခဏလယ၊ မုဟုတ္တ၊ ခဏမုဟုတ္တ အချိန်ကာလ ငါးမျိုးခွဲပြပုံ	1	365
1397	ခတသုတ္တာဒိဝဏ္ဏနာ	3	97
1398	ခတသုတ်	1	366
1399	ခတ္တိယဝံသ နှစ်မျိုး	1	369
1400	ခတ္တိယသုတ္တဝဏ္ဏနာ	3	98
1401	ခတ္တိယသုတ်	1	364
1402	ခတ္တိယသုတ်	1	366
1403	ခတ္တိယသေဋ္ဌဘာဝဝဏ္ဏနာ	3	98
1404	ခဒိရင်္ဂဇာတက	1	371
1405	ခဒိရမတ္တသုတ်	1	364
1406	ခဒိရဝနရေဝတတ္ထေရဝတ္ထု	3	98
1407	ခဒိရဝနိယရေဝတမထေရ်ဝတ္ထု	1	350
1408	ခနိတွာ ဥမ္မူလေတွာ	3	99
1409	ခန္တßာဘိယျော န ဝိဇ္ဇတိ စသော ဂါထာ	1	350
1410	ခန္တိဉာဏပုဒ်အဖွင့်	1	350
1411	ခန္တိံ စာရေတွာတိ ခန္တိံ	3	98
1412	ခန္တီပါရမီ	1	371
1413	ခန္တီပါရမီဖြည့်နိုင်ရန် ဆင်ခြင်ပုံ	3	98
1414	ခန္တီဝဏ္ဏဇာတက	1	371
1415	ခန္ဒသိဝါဒယော သေဋ္ဌာတိ	3	98
1416	ခန္ဓကပုစ္ဆာဝါရ	1	373
1417	ခန္ဓကများ၌ န အက္ခရာဖြင့် တားမြစ်ထားသော အရာမှန်သမျှ ကြူးလွန်လျှင် ဒုက္ကဋ အာပတ်သင့်၏ဟု ဖွင့်ပြထားပုံ	1	372
1418	ခန္ဓငါးပါးကို ဝဓက၊ ဘာရ၊ ခါဒက၊ အနိစ္စာဒိကာ စသည်ဖြင့် ဟောထား	3	99
1419	ခန္ဓပကိဏ္ဏကကထာ	1	351
1420	ခန္ဓပဗ္ဗဝဏ္ဏနာ	3	98
1421	ခန္ဓယမက	1	351
1422	ခန္ဓဝိဘင်္ဂဝဏ္ဏနာ	3	98
1423	ခန္ဓသဒ္ဒါ ဟောနိုင်သော အနက်များ	1	351
1424	ခန္ဓသဒ္ဒါဟောနိုင်သော အနက်များ	3	99
1425	ခန္ဓသဒ္ဒေါ ရာသဋ္ဌော	3	98
1426	ခန္ဓသုတ်	1	364
1427	ခန္ဓသုတ် (ပရိတ်ကြီးတွင်ပါသော ခန္ဓသုတ်ပရိတ်ဖြစ်၏)	1	351
1428	ခန္ဓသုတ်အဖွင့်	3	98
1429	ခန္ဓာ ငါးပါး	1	351
1430	ခန္ဓာ ငါးပါးကို ကာလသုံးပါးဖြင့်	1	363
1431	ခန္ဓာ ငါးပါးနှင့် စပ်၍ မှတ်သားဖွယ်များ	1	353
1432	ခန္ဓာ ငါးပါးသည် သင်တို့၏ ဥစ္စာမဟုတ်ကြောင်း	1	352
1433	ခန္ဓာ ငါးပါး၌ စွဲလမ်းနှစ်သက်ပြစ်	1	352
1434	ခန္ဓာ ငါးပါး၌ တဏှာ မာန ဒိဋ္ဌိ မဖြစ်စေရန်	1	352
1435	ခန္ဓာ ငါးပါး၌ ရှုဆင်ခြင်းနည်းများ	1	352
1436	ခန္ဓာ ငါးပါး၏ ဥပါဒ် ဌီ	1	351
1437	ခန္ဓာကိုယ် တည်ကြောင်း ဆယ်ပါး	1	355
1438	ခန္ဓာကိုယ် သန့်ရှင်းစင်ကြယ်မှ ဉာဏ်အမြင် ထက်မြက်ကြောင်း	1	355
1439	ခန္ဓာကိုယ်ကို တံတားခင်း၍ လှူခဲ့ရကျိုး	1	370
1440	ခန္ဓာကိုယ်ကို ရထားဥပမာပေး၍	1	371
1441	ခန္ဓာကိုယ်ကို သုံးပိုင်းပိုင်းပြပုံ	1	354
1442	ခန္ဓာကိုယ်ကို ဟောသောပုဒ်များ	1	353
1443	ခန္ဓာကိုယ်ကို အမှီပြု၍သာ လောဘ၊ ဒေါသ၊ ရတိ၊ အရတိ၊ လောမဟံသ၊ ဝိတက္က စသည်ဖြင့် ဖြစ်ကြောင်းဂါထာ	1	355
1444	ခန္ဓာကိုယ်ကို ဥပမာဖြင့် ဆင်ခြင်ရန်များ	1	353
1445	ခန္ဓာကိုယ်နှင့်ဘုရားရှင်ဆုံးမမူ	1	367
1446	ခန္ဓာကိုယ်၌ ချို့ယွင်းသော ပုဒ်များအဖွင့်	3	99
1447	ခန္ဓာကိုယ်၌ ငြီးငွေ့နိုင်ရန် ဆင်ခြင်အပ်သော ဂါထာများ	1	354
1448	ခန္ဓာနံ သမူဟော ခန္ဓကော၊ ခန္ဓာနံ	3	98
1449	ခန္ဓာနှင့် ဥပါဒါနက္ခန္ဓာအထူး	1	352
1450	ခန္ဓာမှ လွတ်ကြောင်းနည်းများ	1	354
1451	ခန္ဓာဝါရ ပုဒ်အဖွင့်	3	98
1452	ခမတီတိ ရုစ္စတိ	3	99
1453	ခမနီယံ (ကစ္စိ) ယာပနီယံ ပုဒ်အဖွင့်	3	99
1454	ခမသုတ္တာဒိဝဏ္ဏနာ	3	99
1455	ခမ္ဘကတဝဂ္ဂဝဏ္ဏနာ (သေခိယ)	3	99
1456	ခယ ဝယ ဝိရာဂ နိရောဓဓမ္မ ပုဒ်အဖွင့်	1	355
1457	ခယဓမ္မသုတ်	1	364
1458	ခယပုဒ်ဟောနိုင်သော အနက်များ	3	99
1459	ခယေ ဉာဏံ စသောပုဒ်များအဖွင့်	1	355
1460	ခယ၊ ဝယ၊ ဝိရာဂ၊ နိရောဓ ပုဒ်များအဖွင့်	3	99
1461	ခရပုတ္တဇာတက	1	371
1462	ခရဘာဝေါတိ	3	99
1463	ခရလောမ ဘီလူးဝတ္ထု	1	355
1464	ခရဝါလိကာတိ	3	100
1465	ခရာဒိယဇာတက	1	371
1466	ခရာနန္တိ ကက္ကသာနံ	3	100
1467	ခရိဂတန္တိ ခရီသု	3	100
1468	ခရီးပန်းလာသော အရှင်သာရိပုတ္တရာအား	1	368
1469	ခရီးရှည်သွားရကျိုး ငါးပါး	1	366
1470	ခရီးလမ်းမှန်ကို ညွှန်ပြရကျိုး	1	369
1471	ခရီးဦးကြိုပြုခဲ့ရကျိုး	1	370
1472	ခရုသင်းမှုတ်၍ လှူရကျိုး	1	369
1473	ခရောဒကန္တိ	3	100
1474	ခရဿရဇာတက	1	371
1475	ခလန ပက္ခလန ပုဒ်အဖွင့်	3	100
1476	ခလန္တိ ခလေ	3	100
1477	ခလိမက္ခိတသာဋကောတိ	3	100
1478	ခလိယတိ သမာဒီယတီတိ ခလံ၊ ရာသိ	3	100
1479	ခလုပတ္တန္တိ	3	100
1480	ခလုသဒ္ဒဿ ပဋိသေဓတ္ထဝါစကတ္တာ	3	100
1481	ခလူတိ အနုဿဝနတ္ထေ နိပါတော	1	355
1482	ခလူတိ အနုဿဝနတ္ထေ နိပါတော	3	100
1483	ခလ္လကန္တိ	3	100
1484	ခလ္လာဋသီသ ပုဒ်အဖွင့်၊	3	100
1485	ခလ္လာဋိယပေတိဝတ္ထု	1	368
1486	ခါဏု ကောမဏ္ဍညမထေရ်ဝတ္ထု	1	356
1487	ခါဒနီယံ နာမ ပဉ္စ ဘောဇနာနိ ယာမကာလိကံ	3	100
1488	ခါဒနီယံပုဒ်အဖွင့်အကျယ်	1	356
1489	ခါယတီတိ ဒိဿတိ	3	101
1490	ခါရကဇာတောတိ	3	101
1491	ခါရပရိဿဝနေတိ	3	101
1492	ခါရာပတစ္ဆိကန္တိ တစ္ဆေတွာ ခါရာဝသိဉ္စနကမ္မကရဏံ	3	100
1493	ခါရီကာဇံ နာမ အရဏီ	3	101
1494	ခါရီဘာရောတိ ခါရီဘာရသဒိသော	3	101
1495	ခါသားစားလိုသောမင်း	1	364
1496	ခါးပန်းကြိုး ခါးပန်းသီး ခါးပန်းဘိနှင့် စပ်၍ အပ်မအပ် ဝိနိစ္ဆယကို ပြဆိုခန်း	1	373
1497	ခါးပန်းကြိုးလှူရကျိုး	1	370
1498	ခိဍ္ဍာ နှစ်မျိုး	1	356
1499	ခိဍ္ဍာ သုံးမျိုး	3	101
1500	ခိဍ္ဍာပဒေါသိကနတ်တို့စုတေကြပုံ	1	356
1501	ခိဍ္ဍာပဒေါသိကာ မူလဘူတာ ဧတ္ထ သန္တီတိ ခိဍ္ဍာပဒေါသိကံ၊ အာစရိယကံ	3	101
1502	ခိတ္တစိတ္တော နာမ ဟောတိ၊ ယက္ခဂဟိတကောပိ ဝိသညီဘူတော ဝိယ	3	101
1503	ခိပိကထာ	3	102
1504	ခိပ္ပနိသန္တသုတ္တာဒိဝဏ္ဏနာ	3	101
1505	ခိပ္ပနိသန္တိ	3	102
1506	ခိပ္ပနိသန္တိသုတ်	1	366
1507	ခိပ္ပန္တိ ကူဋံ၊ မစ္ဆခိပ္ပန္တိပိ ဝဋ္ဋတိ	3	101
1508	ခိယျနံ နာမ	3	102
1509	ခိယျန္တီတိ	3	102
1510	ခိလသုတ်	1	365
1511	ခိုးခြင်း နှစ်ဆယ့်ငါးပါး ဝိနိစ္ဆယ	1	373
1512	ခိုးခြင်း နှစ်ဆယ့်ငါးပါးအဖွင့်	3	105
1513	ခိုးစားပြီးလျှင် မစားကြောင်းယုံစေရန်	1	368
1514	ခိုးသူတို့ခိုးသူဘဝတွင်	1	367
1515	ခီဏာပရိဗ္ဗယာနန္တိ	3	102
1516	ခီဏာသဝနှင့်စပ်၍ မှတ်သားဖွယ်များ	1	356
1517	ခီဏာသဝါ ကထံ သတ္တာတိ	3	102
1518	ခီဏာသဝါနံ နိဒ္ဒါယ မိဒ္ဓတော အညံ ကာရဏံ ကရဇကာယဿ ဒုဗ္ဗလဘာဝေါ အဋ္ဌကထာယံ ဒဿိတောတိ	3	102
1519	ခီဏာသဝါ၊ ဝုသိတဝန္တော၊ ကတကရဏီယော၊ ဩဟိတဘာရော စသော ပုတ်များအဖွင့်	1	365
1520	ခီဏာသဝေါ ဘူတောတိ ဝုတ္တော	3	102
1521	ခီရဇလ္လိကာန္တိ	3	102
1522	ခီရနွယဿာတိ ခီရဿ	3	102
1523	ခီရရုက္ခောပမသုတ်	1	365
1524	ခီရရုက္ခောပမသုတ်အဖွင့်	3	102
1525	ခီရဝိရေစနံ	3	102
1526	ခီရသုတ်	1	365
1527	ခီရောဒကီဘူတာတိ	3	102
1528	ခီလနမန္တော နာမ ဝေရိမရဏတ္ထာယ သာရဒါရုမယံ ခီလံ မန္တေတွာ ပထဝီယံ အာကောဋနမန္တော	3	103
1529	ခီလသဒ္ဒါ ထဒ္ဓဘာဝဝစနော၊ ကစဝရပရိယာယော စ ဟောတိ	3	102
1530	ခီလာပုဒ်အဖွင့်	3	102
1531	ခီလေနာတိ	3	103
1532	ခုဇ္ဇသရီရောတိ	3	103
1533	ခုဇ္ဇသောဘိတတ္ထေရဂါထာ	1	369
1534	ခုဇ္ဇုတ္တရာ ကျွန်မဝတ္ထု	1	356
1535	ခုဇ္ဇုတ္တရာ ကျွန်မဝတ္ထု	3	103
1536	ခုတင် ညောင်စောင်း လေးမျိုး	1	275
1537	ခုဒါ နာမ ကမ္မတေဇော	3	103
1538	ခုဒ္ဒကဝတ္ထုက္ခန္ဓက	1	373
1539	ခုဒ္ဒကဝတ္ထုခန္ဓကဝဏ္ဏနာ	3	103
1540	ခုဒ္ဒကဝတ္ထုဝိဘင်္ဂ	1	374
1541	ခုဒ္ဒကဝတ္ထုဝိဘင်္ဂ	3	103
1542	ခုဒ္ဒကသဒ္ဒေါ ဗဟုသဒ္ဒပရိယာယော	3	103
1543	ခုဒ္ဒကံ ဃရံ နာမ ပဉ္စဟတ္ထကော ဦနကဝိတ္ထာရံ အဓိပ္ပေတံ	3	103
1544	ခုဒ္ဒဏ္ဍော	3	654
1545	ခုဒ္ဒါနုခုဒ္ဒက သိက္ခာပုဒ်များကို မနှုတ်မပယ်ရန် အရှင်မဟာကဿပမထေရ်က ဉတိထားတော်မူပုံ	3	103
1546	ခုဒ္ဒါနုခုဒ္ဒက သိက္ခာပုဒ်များကို ယူဆကြပုံ	1	357
1547	ခုဒ္ဒါနုခုဒ္ဒကသိက္ခာပဒဝဏ္ဏနာ	3	103
1548	ခုရဂ္ဂေယေဝါတိ	3	103
1549	ခုရဓာရူပမန္တိ	3	103
1550	ခုရနေမိနာတိ	3	103
1551	ခုရပရိယန္တော	3	103
1552	ခုရပ္ပဇာတက	1	371
1553	ခုရပ္ပေါ	3	103
1554	ခေဋသဒ္ဒံ သဒ္ဒတ္ထဝိဒူဥတ္တာသတ္ထေ ပဌန္တိ	3	103
1555	ခေတ္တခဏ တဲအတွင်းသို့ ဝင်ရောက်တည်းခိုရာ	1	369
1556	ခေတ္တဇိနပုဒ်အဖွင့်	1	357
1557	ခေတ္တဋ္ဌကထာဝဏ္ဏနာ	3	103
1558	ခေတ္တပုဒ်အဖွင့်	3	103
1559	ခေတ္တသုတ်	1	366
1560	ခေတ္တူပမသုတ်	1	365
1561	ခေတ္တူပမာပေတဝတ္ထု	1	368
1562	ခေတ္တူပမာသုတ်အဖွင့်	3	104
1563	ခေတ္တံ ခဏ္ဍံ ဟောတီတိ	3	104
1564	ခေတ် သုံးမျိုး အပိုင်းအခြားကို ပြဆိုခန်း	1	360
1565	ခေတ်သုံးမျိုး	3	105
1566	ခေဒံ ဂတောတိ	3	104
1567	ခေပနေတိ အရိယမဂ္ဂေန သမုစ္ဆိန္ဒနေ	3	104
1568	ခေပန္တိ ကိံ ဣမိနာတိ ပဋိက္ခေပံ ဆဍ္ဍနံ	3	104
1569	ခေပေါတိ သကဝါဒေန ပရဝါဒါနံ ခိပနံ	3	104
1570	ခေမကသုတ်	1	365
1571	ခေမကသုတ်အဖွင့်	3	104
1572	ခေမဝဂ္ဂ ခေမသုတ်	1	366
1573	ခေမသုတ္တဝဏ္ဏနာ	3	104
1574	ခေမသုတ်	1	365
1575	ခေမသုတ်အဖွင့်	3	104
1576	ခေမသေဋ္ဌိပုတ္တဝတ္ထု	1	367
1577	ခေမာတိ အနုပဒ္ဒဝါ	3	104
1578	ခေမာထေရီဝတ္ထု	1	357
1579	ခေမာထေရီဝတ္ထု	3	104
1580	ခေမာဒါယိကာထေရီ အပဒါန	1	370
1581	ခေမာသုတ်	1	365
1582	ခေါင်းဆောင်ကောင်း လုပ်ခဲ့ရကျိုး	1	370
1583	ခေါင်းဆောင်လုပ်၍ ဒါနသီလစသော ကောင်းမှုများ၌	1	363
1584	ခေါင်းဆောင်အမိုက် ဘေးရန်ဆိုက်တတ်ကြောင်း ဟောသော ကပိဇာတက	1	372
1585	ခေါင်းတုံးရိတ်ထားရုံမျှနှင့်	1	367
1586	ခေါင်းပုံဖြတ်စားကြသော	1	372
1587	ခေါင်းရိပ်ဓား လှူရကျိုး	1	370
1588	ခေါင်းအုံးနှင့်စပ်၍ ပညတ်ထားသော သိက္ခာပုဒ်	1	373
1589	ခေါင်းအုံးလှူရကျိုး	1	370
1590	ခေါဘေတွာ ကူတူဟလုပ္ပါဒဝသေန စိတ္တံ ခေါဘေတွာ	3	104
1591	ခေါမဒါယကတ္ထေ အပဒါန	1	370
1592	ခေါမဒုဿသုတ်	1	365
1593	ခေါမဒုဿသုတ်အဖွင့်	3	105
1594	ခေါသဒ္ဒါ ဟောနိုင်သောအနက်များ	3	104
1595	ခဲစသည်ကို ပျော်မြူးလိုသဖြင့် မလှိမ့်ရ၊ မပစ်ရ	1	373
1596	ခဲယဉ်းသောအရာ ခြောက်မျိုး	1	357
1597	ခံတွင်းသန့်ရှင်းစရာ ဝတ္ထုပစ္စည်းလှူရကျိုး ငါးပါးဂါထာ	1	370
1598	ခံသဒ္ဒေါ ပန တုစ္ဆေ၊ တုစ္ဆဉှိ အာကာသံ ခန္တိ ဝုစ္စတိ	3	105
1599	ချင်တွယ်ပုံ ချင်တွယ်နည်း	1	360
1600	ချစ်ကျွမ်းမဝင်ထိုက်သော အရာများ	1	361
1601	ချစ်ကျွမ်းဝင်ငြား ဆေးတစ်ပါးမည်ပုံ	1	372
1602	ချစ်ကျွမ်းဝင်ငြားသော်လည်း ဘေးများတတ်သောအရာ ငါးမျိုးဂါထာ	1	372
1603	ချစ်ကျွမ်းဝင်သူတို့ ထံနေရမှသာ စိတ်ချမ်းသာကြောင်း	1	367
1604	ချစ်ကြိုက်ပါလျက် အမူလွန်သွား၍ ပျက်စီးရသော မြင်းမနှင့်မိန်းမ	1	372
1605	ချစ်ခင်ကြခြင်းအကြောင်း နှစ်မျိုး ဂါထာ	1	360
1606	ချစ်ခင်ခြင်း၏ အပြစ်များ	1	361
1607	ချစ်ခင်ပေါင်းသင်း ဆက်ဆံခြင်း ကွေကွင်း နောက်ဆုံးပါတကား	1	362
1608	ချစ်ခင်ရာဝတ္ထု နှစ်မျိုး	1	361
1609	ချစ်စည်းမပြေလိုသူတို့လိုက်နာရန်	1	367
1610	ချစ်သားမွေးသည်, အချစ်တော်ထားသည့် အလေ့	1	361
1611	ချဉ်းကပ်ခြင်းငှာ ခဲယဉ်းလှသောအရာ လေးမျိုးဂါထာ	1	364
1612	ချဖူးသော ရေစက်၊ ပန္နက်ဖူးသော သစ္စာ	1	370
1613	ချမ်းသာခြင်း၏အကြောင်းများ	1	362
1614	ချမ်းသာဟူသမျှကို မည်သူမျှမပေးနိုင်	1	367
1615	ချိန်ခါမသင့်၊ ပြုလင့်သူမှာ၊ ပျက်စီးရာ ဟူသောဂါထာ	1	372
1616	ချိပ်ပိတ်သောထုံးစံ	1	363
1617	ချိုမြိန်ကောင်းမြတ်၊ စကားတတ်၊ သိမှတ်ဖို့ရာ ထိုဂါထာ	1	367
1618	ချီးမြှောက်ခြင်း နှစ်မျိုး	1	358
1619	ချီးမြှောက်ခြင်းနှင့်စပ်၍ မှတ်သားဖွယ်များ	1	358
1620	ချီးမွမ်းခြင်း နှစ်မျိုး	3	105
1621	ချီးမွမ်းခြင်းကဲ့ရဲ့ခြင်းနှင့်စပ်၍ ပုဂ္ဂိုလ် လေးမျိုး	1	374
1622	ချီးမွမ်းခြင်းနှင့် စပ်၍ မှတ်သားဖွယ်များ	1	358
1623	ခြင်ထောက်ကို ခွင့်ပြုတော်မူပုံ	1	373
1624	ခြင်္သေ့ငယ်ကလေး မကြောက်လန့်တတ်ပုံ	1	363
1625	ခြင်္သေ့ဆီ သိင်္ဂီရွှေခွက်၌သာတည် ဥပမာစကား	3	105
1626	ခြင်္သေ့နှင့်စပ်၍ မှတ်သားဖွယ်များ	1	362
1627	ခြင်္သေ့ယောင်ဆောင်၍ ပျက်စီးရသောမြေခွေး	1	371
1628	ခြင်္သေ့လေးမျိုး	3	105
1629	ခြေကိုစောင့်စည်းပုံနှင့် မစောင့်စည်းပုံကို ပြဆိုခန်း	1	359
1630	ခြေကိုပွတ်တိုက်သော ကိရိယာနှင့်စပ်၍ အပ် မအပ် ဝိနိစ္ဆယကို ပြဆိုခန်း	1	373
1631	ခြေဆေးရသော ကျင့်ဝတ်	1	359
1632	ခြေတော်ရာကို ပူဇော်ရကျိုး	1	360
1633	ခြေထောက်နွယ်ငြိ လာဘ်ရဘိအံ့	1	372
1634	ခြေနင်းခုံ လှူရကျိုး နှစ်ပါး ဂါထာ	1	370
1635	ခြေနယ်ဆီလှူရကျိုး	1	359
1636	ခြေဖဝါး၌ အမွေးနုပေါက်သော မထေရ် နှစ်ပါး	1	359
1637	ခြေရာကိုကြည့်၍ လူကဲခပ်နိုင်သောဂါထာ	1	359
1638	ခြေသဲလက်သဲ (သည်း) ကို	1	373
1639	ခွက်လှူရကျိုး သုံးပါးဂါထာ	1	370
1640	ခွန်အားဗလကြီးစေလိုလျှင်	1	369
1641	ခွေးကိုရေနှစ်သက်ခဲ့သောမိန်းမ	1	367
1642	ခွေးတို့ သဘောထား	1	364
1643	ခွေးနွားတို့၏ အကျင့်ကို ကျင့်သော်	1	363
1644	ခဿာတိ ဩကာသဿ	3	100
1645	ဂဂနတလန္တိ	3	105
1646	ဂဂ္ဂရနာဠိန္တိ ဥက္ကာပနာဠိံ	3	105
1647	ဂဂ္ဂရာယ ပေါက္ခရဏိယာ တီရေ ပုဒ်အဖွင့်	1	384
1648	ဂဂ္ဂရာယာတိ	3	106
1649	ဂဂ္ဂရာသုတ်အဖွင့်	3	105
1650	ဂဂ္ဂရဿရာတိ ဇဇ္ဇရိတဿရာ	3	105
1651	ဂဂ္ဃသီတိ	3	106
1652	ဂဂ္ဃသီတိ ဂမိဿသိ ဟု ဖွင့်ပြထားပုံ	1	388
1653	ဂင်္ဂမာလဇာတက	1	392
1654	ဂင်္ဂါတီရိယတ္ထေရဂါထာ	1	390
1655	ဂင်္ဂါပေယျာလဝဂ္ဂ	1	386
1656	ဂင်္ဂါလေးမျိုး	1	391
1657	ဂင်္ဂါသုတ်	1	386
1658	ဂင်္ဂေယျဇာတက	1	392
1659	ဂစ္ဆနှင့် ဂုမ္ဗအထူး	3	106
1660	ဂစ္ဆာမီတိ	3	106
1661	ဂဇကုမ္ဘဇာတက	1	392
1662	ဂဇမုတ္တာတိ	3	106
1663	ဂဏကမောဂ္ဂလ္လာနသုတ်	1	384
1664	ဂဏကမောဂ္ဂလ္လာနသုတ်အဖွင့်	3	106
1665	ဂဏနစာရန္တိ	3	657
1666	ဂဏနာဝိဓိဒဿနံ	3	106
1667	ဂဏန်းအရေအတွက်ကို ပြဆိုခန်း	1	375
1668	ဂဏန်းအရေအတွက်ကို ပြဆိုခြင်း	3	106
1669	ဂဏပေတဝတ္တု	1	390
1670	ဂဏဘောဇန သိက္ခာပဒ	1	395
1671	ဂဏဘောဇနသိက္ခာပဒဝဏ္ဏနာ	3	106
1672	ဂဏိကာသုတ်	1	389
1673	ဂဏီတိ ဂဏီဘဂဝါ ပုဒ်အဖွင့်	1	375
1674	ဂဏောတိ	3	106
1675	ဂဏ္ဌိကာ	3	657
1676	ဂဏ္ဌိကေတိ	3	106
1677	ဂဏ္ဌိဌာနန္တိ	3	106
1678	ဂဏ္ဌိပုဒ် သုံးမျိုးရှိကြောင်း	3	106
1679	ဂဏ္ဌိပုပ္ဖိယတ္ထေရအပဒါန	1	391
1680	ဂဏ္ဌိမှီတိ	3	106
1681	ဂဏ္ဍသုတ္တာဒိဝဏ္ဏနာ	3	106
1682	ဂဏ္ဍသုတ်	1	388
1683	ဂဏ္ဍာဗာဓကထာ	3	106
1684	ဂဏ္ဍိဘေဒကစောရဝတ္ထု (ဓမ္မပဒ)	1	389
1685	ဂဏ္ဍောတိ	3	106
1686	ဂဏ္ဍောပုဒ်အဖွင့်	3	106
1687	ဂဏှိံသူတိ	3	107
1688	ဂတန္တိ	3	657
1689	ဂတပစ္စာဂတ ကျင့်ဝတ်	1	375
1690	ဂတပစ္စာဂတိကဝတ္တဝသေနာတိ	3	107
1691	ဂတမဂ္ဂေနေဝါတိ	3	107
1692	ဂတမလန္တိ	3	107
1693	ဂတသညကထ္ထေရအပဒါန	1	391
1694	ဂတသဒ္ဒေါ ဟိ ပကာရပရိယာယော၊ တထာ ဝိဓာကာရသဒ္ဒေါ စ	3	107
1695	ဂတသဒ္ဒေါ အဘိသမ္ဗုဒ္ဓတ္ထော	3	107
